Title:,Time Series, Area-Averaged of Carbon Dioxide, Mole Fraction in Free Troposphere monthly 2 x 2.5 ()
User Start Date:,2010-01-01T00:00:00Z
User End Date:,2010-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"47.5,42,85,54"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2010-01-01T00:00:00Z&endtime=2010-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3C2M_005_mole_fraction_of_carbon_dioxide_in_free_troposphere&variableFacets=dataFieldMeasurement%3ACO2%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3C2M_005_mole_fraction_of_carbon_dioxide_in_free_troposphere): -9999

time, mean_AIRX3C2M_005_mole_fraction_of_carbon_dioxide_in_free_troposphere
2010-01-01 00:00:00,387.714726
2010-02-01 00:00:00,388.183339
2010-03-01 00:00:00,391.934222
2010-04-01 00:00:00,393.271388
2010-05-01 00:00:00,392.576832
2010-06-01 00:00:00,392.274724
2010-07-01 00:00:00,392.12669
2010-08-01 00:00:00,391.329287
2010-09-01 00:00:00,391.529818
2010-10-01 00:00:00,391.173639
2010-11-01 00:00:00,390.388663
2010-12-01 00:00:00,390.419597
