Title:,Time Series, Area-Averaged of Methane, Mole Fraction in Air (Daytime/Ascending) monthly 1 ()
User Start Date:,2013-01-01T00:00:00Z
User End Date:,2013-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2013-01-01T00:00:00Z&endtime=2013-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_CH4_VMR_A(z%3D300)&variableFacets=dataFieldMeasurement%3ACH4%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CH4_VMR_A): -9999

time, mean_AIRX3STM_006_CH4_VMR_A
2013-01-01 00:00:00,1835.12182
2013-02-01 00:00:00,1812.64806
2013-03-01 00:00:00,1790.31013
2013-04-01 00:00:00,1802.10389
2013-05-01 00:00:00,1818.86217
2013-06-01 00:00:00,1840.08514
2013-07-01 00:00:00,1855.74549
2013-08-01 00:00:00,1861.16713
2013-09-01 00:00:00,1848.74934
2013-10-01 00:00:00,1830.67829
2013-11-01 00:00:00,1822.22815
2013-12-01 00:00:00,1821.10457
