Title:,Time Series, Area-Averaged of Ozone, Mole Fraction in Air (Daytime/Ascending) monthly 1 deg. @1.5hPa ()
User Start Date:,2010-01-01T00:00:00Z
User End Date:,2010-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2010-01-01T00:00:00Z&endtime=2010-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_O3_VMR_A(z%3D1.5)&variableFacets=dataFieldMeasurement%3AOzone%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_O3_VMR_A): -9999

time, mean_AIRX3STM_006_O3_VMR_A
2010-01-01 00:00:00,4399.65332
2010-02-01 00:00:00,4555.54443
2010-03-01 00:00:00,4382.46826
2010-04-01 00:00:00,3962.75171
2010-05-01 00:00:00,3695.37402
2010-06-01 00:00:00,3689.79639
2010-07-01 00:00:00,3652.2085
2010-08-01 00:00:00,4043.0603
2010-09-01 00:00:00,4047.3689
2010-10-01 00:00:00,4281.37207
2010-11-01 00:00:00,4348.96484
2010-12-01 00:00:00,4173.60449
