Title:,Time Series, Area-Averaged of Ozone, Mole Fraction in Air (Daytime/Ascending) monthly 1 deg. @1.5hPa ()
User Start Date:,2013-01-01T00:00:00Z
User End Date:,2013-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2013-01-01T00:00:00Z&endtime=2013-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_O3_VMR_A(z%3D1.5)&variableFacets=dataFieldMeasurement%3AOzone%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_O3_VMR_A): -9999

time, mean_AIRX3STM_006_O3_VMR_A
2013-01-01 00:00:00,4266.68262
2013-02-01 00:00:00,4379.02881
2013-03-01 00:00:00,4236.34521
2013-04-01 00:00:00,3892.52612
2013-05-01 00:00:00,3594.51978
2013-06-01 00:00:00,3727.19678
2013-07-01 00:00:00,3721.18896
2013-08-01 00:00:00,4101.64062
2013-09-01 00:00:00,4078.31201
2013-10-01 00:00:00,4269.93262
2013-11-01 00:00:00,4306.48047
2013-12-01 00:00:00,4231.50635
