Title:,Time Series, Area-Averaged of Carbon Monoxide, Mole Fraction in Air ()
User Start Date:,2016-01-01T00:00:00Z
User End Date:,2016-09-30T23:59:59Z
User Bounding Box:,""
Data Bounding Box:,"-179.5,-89.5,179.5,89.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2016-01-01T00:00:00Z&endtime=2016-09-30T23:59:59Z&data=AIRX3STM_006_CO_VMR_A(z%3D925)&variableFacets=dataFieldMeasurement%3ACO%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CO_VMR_A): -9999

time, mean_AIRX3STM_006_CO_VMR_A
2016-01-01 00:00:00,109.44116
2016-02-01 00:00:00,111.248686
2016-03-01 00:00:00,109.914688
2016-04-01 00:00:00,106.573688
2016-05-01 00:00:00,99.5070657
2016-06-01 00:00:00,90.5157119
2016-07-01 00:00:00,88.9035102
2016-08-01 00:00:00,92.9809696
2016-09-01 00:00:00,97.0203955
